lng,lat,Borough,ZipCode,BuildingNumber,StreetName,FiscalYear,PlantingSpaceID,CommunityBoard,PlantingSeason,CityCouncil,TreeID,WOId,WOStatus,CompletedDate
-73.75335187,40.70851955,Queens,11412,205-005,109 AVENUE,0,11751037,412,12/31/2024,27,15252658,23166528,Completed,2024-06-10 00:00:00
-73.75467065,40.70868687,Queens,11412,104-031,204 STREET,0,11443006,412,12/31/2024,27,15253048,22446145,Completed,2024-06-10 00:00:00
-73.75403380,40.70919342,Queens,11412,104-022,205 STREET,0,11784210,412,12/31/2024,27,15252737,23229673,Completed,2024-06-10 00:00:00
-73.75366384,40.70863853,Queens,11412,104-043,205 STREET,0,3683688,412,12/31/2024,27,15252738,23229676,Completed,2024-06-10 00:00:00
-73.75349294,40.70790328,Queens,11412,109-014,205 STREET,0,2888852,412,12/31/2024,27,15252739,23229677,Completed,2024-06-10 00:00:00
-73.75335291,40.70788213,Queens,11412,109-017,205 STREET,0,11783782,412,12/31/2024,27,15252741,23229678,Completed,2024-06-10 00:00:00
-73.76023431,40.72047252,Queens,11423,204-020,HILLSIDE AVENUE,0,11799636,412,12/31/2024,23,15252750,23262171,Completed,2024-06-10 00:00:00
-73.75404498,40.71290818,Queens,11423,205-032,99 AVENUE,0,11800871,412,12/31/2024,27,15253055,23262165,Completed,2024-06-10 00:00:00
-73.75965991,40.71844250,Queens,11423,89-015,204 STREET,0,11781611,412,12/31/2024,23,15253972,23226624,Completed,2024-06-10 00:00:00
-73.76174163,40.71980716,Queens,11423,202-06,HILLSIDE AVENUE,0,11990757,412,12/31/2024,23,15252758,23820976,Completed,2024-06-10 00:00:00
-73.75267696,40.70830731,Queens,11412,205-20,109 AVENUE,0,12022120,412,12/31/2024,27,15252759,23820978,Completed,2024-06-10 00:00:00
-73.76048824,40.71859331,Queens,11423,89-01,202 STREET,0,5800522,412,12/31/2024,23,15252676,23218668,Completed,2024-06-10 00:00:00
-73.75790301,40.71445947,Queens,11423,93-028,202 STREET,0,11776119,412,12/31/2024,23,15252690,23218669,Completed,2024-06-10 00:00:00
-73.75472158,40.70849001,Queens,11412,104-38,204 STREET,0,4443965,412,12/31/2024,27,15252695,23220490,Completed,2024-06-10 00:00:00
-73.75469179,40.70840840,Queens,11412,104-042,204 STREET,0,11777059,412,12/31/2024,27,15252697,23220494,Completed,2024-06-10 00:00:00
-73.75432847,40.70827761,Queens,11412,104-43,204 STREET,0,4421956,412,12/31/2024,27,15252698,23220495,Completed,2024-06-10 00:00:00
-73.75478011,40.70818213,Queens,11412,104-044,204 STREET,0,11777060,412,12/31/2024,27,15252700,23220496,Completed,2024-06-10 00:00:00
-73.75416842,40.70713854,Queens,11412,109-038,204 STREET,0,11777064,412,12/31/2024,27,15252702,23220501,Completed,2024-06-10 00:00:00
-73.76062372,40.71954085,Queens,11423,88-028,204 STREET,0,11778325,412,12/31/2024,23,15252704,23220521,Completed,2024-06-10 00:00:00
-73.75994168,40.71893840,Queens,11423,88-053,204 STREET,0,11777079,412,12/31/2024,23,15252709,23220527,Completed,2024-06-10 00:00:00
-73.75983582,40.71898643,Queens,11423,88-053,204 STREET,0,11777080,412,12/31/2024,23,15252710,23220528,Completed,2024-06-10 00:00:00
-73.75986528,40.71871438,Queens,11423,89-003,204 STREET,0,11781606,412,12/31/2024,23,15252712,23226618,Completed,2024-06-10 00:00:00
-73.75997736,40.71867828,Queens,11423,89-004,204 STREET,0,11781607,412,12/31/2024,23,15252714,23226619,Completed,2024-06-10 00:00:00
-73.75982975,40.71867159,Queens,11423,89-05,204 STREET,0,1643267,412,12/31/2024,23,15252716,23226620,Completed,2024-06-10 00:00:00
-73.75974013,40.71855763,Queens,11423,89-011,204 STREET,0,11781608,412,12/31/2024,23,15252719,23226621,Completed,2024-06-10 00:00:00
-73.75985225,40.71850962,Queens,11423,89-012,204 STREET,0,11781609,412,12/31/2024,23,15252723,23226622,Completed,2024-06-10 00:00:00
-73.75969963,40.71849798,Queens,11423,89-013,204 STREET,0,11781610,412,12/31/2024,23,15252726,23226623,Completed,2024-06-10 00:00:00
-73.75229421,40.70770270,Queens,11412,109-029,205 PLACE,0,11783778,412,12/31/2024,27,15252727,23229667,Completed,2024-06-10 00:00:00
-73.75222052,40.70752325,Queens,11412,109-035,205 PLACE,0,11784209,412,12/31/2024,27,15252729,23229668,Completed,2024-06-10 00:00:00
-73.75445081,40.71256554,Queens,11423,99-10,205 PLACE,0,4297286,412,12/31/2024,27,15252730,23229670,Completed,2024-06-10 00:00:00
-73.75474943,40.71272801,Queens,11423,99-04,205 PLACE,0,4293408,412,12/31/2024,27,15252732,23229671,Completed,2024-06-10 00:00:00
-73.75250398,40.70859868,Queens,11412,109-001,205 PLACE,0,11783779,412,12/31/2024,27,15252734,23229672,Completed,2024-06-10 00:00:00
-73.75481014,40.70902945,Queens,11412,104-019,204 STREET,0,11777057,412,12/31/2024,27,15253052,23220486,Completed,2024-06-10 00:00:00
-73.93054438,40.61733128,Brooklyn,11234,1767,E 46 ST,0,11440776,318,06/30/2024,46,15262399,22442829,Completed,2024-06-10 00:00:00
-73.93154449,40.61806003,Brooklyn,11234,1735,E 45 ST,0,11441708,318,06/30/2024,45,15262400,22444305,Completed,2024-06-10 00:00:00
-73.93173667,40.61965980,Brooklyn,11234,1677,E 45 ST,0,11453990,318,06/30/2024,45,15262405,22468813,Completed,2024-06-10 00:00:00
-73.93195409,40.62167603,Brooklyn,11234,1599,E 45 ST,0,11539606,318,06/30/2024,45,15262414,22668252,Completed,2024-06-10 00:00:00
-73.93208032,40.62294804,Brooklyn,11234,1543,E 45 ST,0,11539605,318,06/30/2024,45,15262418,22668250,Completed,2024-06-10 00:00:00
-73.94028894,40.62308922,Brooklyn,11210,1137,EAST 36 STREET,0,10991340,318,06/30/2024,45,15262435,21374768,Completed,2024-06-10 00:00:00
-73.75912166,40.71627891,Queens,11423,90-031,202 STREET,0,11776110,412,12/31/2024,23,15861716,23218278,Completed,2024-06-10 00:00:00
-73.75964428,40.71716869,Queens,11423,89-053,202 STREET,0,11776108,412,12/31/2024,23,15861720,23218276,Completed,2024-06-10 00:00:00
-73.75873447,40.71576048,Queens,11423,90-053,202 STREET,0,11776111,412,12/31/2024,23,15861872,23218279,Completed,2024-06-10 00:00:00
-73.77519578,40.71771180,Queens,11432,87-02,188 STREET,0,11744527,408,12/31/2024,24,0,23154073,Completed,2024-06-10 00:00:00
-73.75780584,40.71782589,Queens,11423,90-001,205 STREET,0,11783801,412,12/31/2024,23,15252864,23229702,Completed,2024-06-11 00:00:00
-73.75804726,40.71752916,Queens,11423,90-006,205 STREET,0,11784214,412,12/31/2024,23,15252865,23229703,Completed,2024-06-11 00:00:00
-73.75674224,40.71578293,Queens,11423,93-002,205 STREET,0,11783803,412,12/31/2024,23,15252866,23229705,Completed,2024-06-11 00:00:00
-73.75645805,40.71559223,Queens,11423,93-11,205 STREET,0,4418703,412,12/31/2024,23,15252867,23229707,Completed,2024-06-11 00:00:00
-73.75625961,40.71513785,Queens,11423,93-030,205 STREET,0,11783805,412,12/31/2024,23,15252868,23229710,Completed,2024-06-11 00:00:00
-73.75608281,40.71489147,Queens,11423,93-040,205 STREET,0,11783806,412,12/31/2024,23,15252869,23229711,Completed,2024-06-11 00:00:00
-73.75601810,40.71481807,Queens,11423,93-042,205 STREET,0,11783807,412,12/31/2024,23,15252870,23229712,Completed,2024-06-11 00:00:00
-73.75584367,40.71477898,Queens,11423,93-045,205 STREET,0,11783808,412,12/31/2024,23,15252871,23229714,Completed,2024-06-11 00:00:00
-73.75589658,40.71465460,Queens,11423,93-050,205 STREET,0,11783809,412,12/31/2024,23,15252872,23229715,Completed,2024-06-11 00:00:00
-73.75580672,40.71418325,Queens,11423,94-002,205 STREET,0,11783810,412,12/31/2024,23,15252873,23229716,Completed,2024-06-11 00:00:00
-73.75571972,40.71421225,Queens,11423,94-002,205 STREET,0,11783811,412,12/31/2024,23,15252874,23229718,Completed,2024-06-11 00:00:00
-73.75780268,40.71740297,Queens,11423,90-013,205 STREET,0,11783802,412,12/31/2024,23,15253063,23229704,Completed,2024-06-11 00:00:00
-73.75895002,40.71936905,Queens,11423,88-051,205 STREET,0,11784213,412,12/31/2024,23,15256040,23232960,Completed,2024-06-11 00:00:00
-73.75881356,40.71153992,Queens,11423,201-002,99 AVENUE,0,11798295,412,12/31/2024,27,15256440,23258360,Completed,2024-06-11 00:00:00
-73.75593589,40.70698039,Queens,11412,109-027,202 STREET,0,11769545,412,12/31/2024,27,15252794,23206427,Completed,2024-06-11 00:00:00
-73.75584353,40.70676576,Queens,11412,109-035,202 STREET,0,11769546,412,12/31/2024,27,15252796,23206428,Completed,2024-06-11 00:00:00
-73.75567971,40.70876142,Queens,11412,104-023,203 STREET,0,11776129,412,12/31/2024,27,15252798,23218298,Completed,2024-06-11 00:00:00
-73.75565102,40.70868809,Queens,11412,104-025,203 STREET,0,11776130,412,12/31/2024,27,15252800,23218299,Completed,2024-06-11 00:00:00
-73.75551522,40.70836013,Queens,11412,104-37,203 STREET,0,4426033,412,12/31/2024,27,15252801,23218300,Completed,2024-06-11 00:00:00
-73.75494846,40.70697846,Queens,11412,109-037,203 STREET,0,11776131,412,12/31/2024,27,15252802,23218301,Completed,2024-06-11 00:00:00
-73.75518661,40.70724065,Queens,11412,109-24,203 STREET,0,4299978,412,12/31/2024,27,15252804,23218671,Completed,2024-06-11 00:00:00
-73.75712795,40.71191597,Queens,11423,99-004,203 STREET,0,11777044,412,12/31/2024,27,15252808,23220472,Completed,2024-06-11 00:00:00
-73.75940201,40.71810185,Queens,11423,89-029,204 STREET,0,11781612,412,12/31/2024,23,15252809,23226625,Completed,2024-06-11 00:00:00
-73.75936228,40.71804637,Queens,11423,89-031,204 STREET,0,11781613,412,12/31/2024,23,15252810,23226626,Completed,2024-06-11 00:00:00
-73.75913001,40.71754613,Queens,11423,89-052,204 STREET,0,11781616,412,12/31/2024,23,15252811,23226629,Completed,2024-06-11 00:00:00
-73.75887996,40.71720191,Queens,11423,90-006,204 STREET,0,11781617,412,12/31/2024,23,15252812,23226630,Completed,2024-06-11 00:00:00
-73.75866187,40.71711032,Queens,11423,90-009,204 STREET,0,11781618,412,12/31/2024,23,15252813,23226631,Completed,2024-06-11 00:00:00
-73.75856994,40.71698742,Queens,11423,90-015,204 STREET,0,11781620,412,12/31/2024,23,15252814,23226633,Completed,2024-06-11 00:00:00
-73.75834402,40.71667712,Queens,11423,90-29,204 STREET,0,5800714,412,12/31/2024,23,15252815,23226634,Completed,2024-06-11 00:00:00
-73.75775346,40.71554697,Queens,11423,90-70,204 STREET,0,2722754,412,12/31/2024,23,15252816,23226637,Completed,2024-06-11 00:00:00
-73.75732032,40.71511719,Queens,11423,93-016,204 STREET,0,11781624,412,12/31/2024,23,15252817,23226642,Completed,2024-06-11 00:00:00
-73.75701424,40.71490211,Queens,11423,93-025,204 STREET,0,11781626,412,12/31/2024,23,15252818,23226643,Completed,2024-06-11 00:00:00
-73.75672615,40.71451878,Queens,11423,93-041,204 STREET,0,11781633,412,12/31/2024,23,15252819,23226653,Completed,2024-06-11 00:00:00
-73.75676118,40.71435922,Queens,11423,93-048,204 STREET,0,11781635,412,12/31/2024,23,15252820,23226655,Completed,2024-06-11 00:00:00
-73.75663345,40.71439290,Queens,11423,93-047,204 STREET,0,11781636,412,12/31/2024,23,15252857,23226657,Completed,2024-06-11 00:00:00
-73.75658611,40.71412512,Queens,11423,93-058,204 STREET,0,11782853,412,12/31/2024,23,15252858,23226660,Completed,2024-06-11 00:00:00
-73.75620449,40.71411592,Queens,11423,93-061,204 STREET,0,11781638,412,12/31/2024,23,15252859,23226661,Completed,2024-06-11 00:00:00
-73.75598274,40.71183898,Queens,11423,99-21,204 STREET,0,4317324,412,12/31/2024,27,15252860,23226662,Completed,2024-06-11 00:00:00
-73.75901040,40.71934118,Queens,11423,88-051,205 STREET,0,11783798,412,12/31/2024,23,15252861,23229698,Completed,2024-06-11 00:00:00
-73.75934927,40.71907684,Queens,11423,89-02,205 STREET,0,4410713,412,12/31/2024,23,15252862,23229699,Completed,2024-06-11 00:00:00
-73.75822884,40.71797271,Queens,11423,89-049,205 STREET,0,11783800,412,12/31/2024,23,15252863,23229701,Completed,2024-06-11 00:00:00
-73.77804896,40.71824687,Queens,11432,87-015,BARRINGTON STREET,0,1539537,408,12/31/2024,24,15252763,23014032,Completed,2024-06-11 00:00:00
-73.75560385,40.71092964,Queens,11423,100-015,204 STREET,0,11750021,412,12/31/2024,27,15252766,23163977,Completed,2024-06-11 00:00:00
-73.75752065,40.71050031,Queens,11423,100-016,202 STREET,0,11750024,412,12/31/2024,27,15252768,23163980,Completed,2024-06-11 00:00:00
-73.75564241,40.71068863,Queens,11423,100-024,204 STREET,0,11750029,412,12/31/2024,27,15252771,23163986,Completed,2024-06-11 00:00:00
-73.75548079,40.71065329,Queens,11423,100-027,204 STREET,0,11750032,412,12/31/2024,27,15252773,23163990,Completed,2024-06-11 00:00:00
-73.75636081,40.71039367,Queens,11423,100-27,203 STREET,0,4432756,412,12/31/2024,27,15252775,23163991,Completed,2024-06-11 00:00:00
-73.75649299,40.71038188,Queens,11423,100-030,203 STREET,0,11750516,412,12/31/2024,27,15252776,23163993,Completed,2024-06-11 00:00:00
-73.75643616,40.71024800,Queens,11423,100-032,203 STREET,0,11750959,412,12/31/2024,27,15252781,23166436,Completed,2024-06-11 00:00:00
-73.75640278,40.71017109,Queens,11423,100-036,203 STREET,0,11750960,412,12/31/2024,27,15252782,23166437,Completed,2024-06-11 00:00:00
-73.75636543,40.71006640,Queens,11423,100-040,203 STREET,0,11750962,412,12/31/2024,27,15252783,23166439,Completed,2024-06-11 00:00:00
-73.75717675,40.70967539,Queens,11423,100-046,202 STREET,0,11750971,412,12/31/2024,27,15252784,23166447,Completed,2024-06-11 00:00:00
-73.75619018,40.70966008,Queens,11423,100-058,203 STREET,0,11750977,412,12/31/2024,27,15252785,23166452,Completed,2024-06-11 00:00:00
-73.75626921,40.70946155,Queens,11412,202-015,104 AVENUE,0,11751817,412,12/31/2024,27,15252786,23166453,Completed,2024-06-11 00:00:00
-73.75642839,40.71121588,Queens,11423,203-06,100 AVENUE,0,1301878,412,12/31/2024,27,15252787,23166477,Completed,2024-06-11 00:00:00
-73.75590241,40.70928954,Queens,11412,203-002,104 AVENUE,0,11751009,412,12/31/2024,27,15252789,23166491,Completed,2024-06-11 00:00:00
-73.75591334,40.70955208,Queens,11412,203-003,104 AVENUE,0,11751821,412,12/31/2024,27,15252790,23166492,Completed,2024-06-11 00:00:00
-73.75540570,40.70777087,Queens,11412,202-20,109 AVENUE,0,4420465,412,12/31/2024,27,15252791,23166515,Completed,2024-06-11 00:00:00
-73.75515270,40.70986788,Queens,11423,100-059,204 STREET,0,11751011,412,12/31/2024,27,15253057,23166495,Completed,2024-06-11 00:00:00
-73.75618100,40.70756282,Queens,11412,202-002,109 AVENUE,0,11751024,412,12/31/2024,27,15253058,23166512,Completed,2024-06-11 00:00:00
-73.75866131,40.71117622,Queens,11423,99-019,201 STREET,0,11769542,412,12/31/2024,27,15252793,23206418,Completed,2024-06-11 00:00:00
-73.75699819,40.71221164,Queens,11423,99-003,203 STREET,0,11777043,412,12/31/2024,27,15865957,23220471,Completed,2024-06-11 00:00:00
-73.75632420,40.71125054,Queens,11423,203-010,100 AVENUE,0,11750994,412,12/31/2024,27,15865960,23166478,Completed,2024-06-11 00:00:00
-73.92577129,40.62137208,Brooklyn,11234,5108,AV M,0,11530937,318,06/30/2024,46,15267478,22647719,Completed,2024-06-11 00:00:00
-73.92120867,40.62126138,Brooklyn,11234,1406,E 56 ST,0,11380911,318,06/30/2024,46,15267480,22322601,Completed,2024-06-11 00:00:00
-73.92120542,40.62117459,Brooklyn,11234,1410,E 56 ST,0,11380920,318,06/30/2024,46,15267481,22322590,Completed,2024-06-11 00:00:00
-73.92119187,40.62109765,Brooklyn,11234,1412,E 56 ST,0,11380917,318,06/30/2024,46,15267482,22322593,Completed,2024-06-11 00:00:00
-73.92386036,40.62161213,Brooklyn,11234,5307,AVENUE M,0,2632905,318,06/30/2024,46,15267484,22745963,Completed,2024-06-11 00:00:00
-73.92350903,40.62330176,Brooklyn,11234,1406,EAST  54 STREET,0,1575335,318,06/30/2024,46,15267485,22745973,Completed,2024-06-11 00:00:00
-73.93392824,40.60815092,Brooklyn,11234,3211,AVENUE S,0,4968824,318,06/30/2024,46,15267502,21527539,Completed,2024-06-11 00:00:00
-73.94994543,40.64577421,Brooklyn,11226,145,EAST  29 STREET,0,4945065,317,06/30/2024,40,15267532,22320309,Completed,2024-06-11 00:00:00
-73.75635564,40.71616186,Queens,11428,90-070,FRANCIS LEWIS BOULEVARD,0,11799604,412,12/31/2024,23,15252745,23261828,Completed,2024-06-12 00:00:00
-73.91681818,40.65941562,Brooklyn,11212,354,E 98 ST,0,10856292,317,06/30/2024,41,15262938,21026061,Completed,2024-06-12 00:00:00
-73.88617101,40.63636222,Brooklyn,11236,10121,SEAVIEW AVENUE,0,10992133,318,06/30/2024,46,15267601,21374336,Completed,2024-06-12 00:00:00
-73.91571838,40.63378577,Brooklyn,11236,7602,FLATLANDS AV,0,11379953,318,06/30/2024,46,15267604,22322267,Completed,2024-06-12 00:00:00
-73.91623932,40.60708985,Brooklyn,11234,2795,STRICKLAND AV,0,2775267,318,06/30/2024,46,15267569,21560218,Completed,2024-06-12 00:00:00
-73.92650387,40.61406930,Brooklyn,11234,2343,UTICA AV,0,11381399,318,06/30/2024,46,15267580,22323033,Completed,2024-06-12 00:00:00
-73.88088228,40.83254135,Bronx,10472,1341,BRONX RIVER AVENUE,0,2779046,209,06/30/2024,17,15279279,14285862,Completed,2024-06-13 00:00:00
-73.94372002,40.81367879,Manhattan,10030,161,WEST 133 STREET,0,247316,110,12/31/2024,9,15322385,7353017,Completed,2024-06-14 00:00:00
-73.95757935,40.80411777,Manhattan,10026,345,MANHATTAN AVENUE,0,2322667,110,12/31/2024,9,15728486,22396072,Completed,2024-06-14 00:00:00
-73.88905650,40.75012945,Queens,11372,35-025,77 STREET,0,10548969,403,06/30/2024,25,15979367,20191441,Completed,2024-06-17 00:00:00
-73.79118210,40.70688992,Queens,11432,168-39,JAMAICA AVENUE ,0,11724520,412,12/31/2024,27,15518066,23099961,Completed,2024-06-17 00:00:00
-73.79126178,40.70685985,Queens,11432,168-39,JAMAICA AVENUE ,0,11724526,412,12/31/2024,27,15518067,23099963,Completed,2024-06-17 00:00:00
-73.79109651,40.70691128,Queens,11432,168-39,JAMAICA AVENUE ,0,11724528,412,12/31/2024,27,15518068,23099964,Completed,2024-06-17 00:00:00
-73.79044692,40.70685687,Queens,11432,168-42,JAMAICA AVENUE ,0,11724527,412,12/31/2024,27,15518069,23099966,Completed,2024-06-17 00:00:00
-73.79114368,40.70665225,Queens,11432,168-38,JAMAICA AVENUE ,0,11724519,412,12/31/2024,27,15518070,23099967,Completed,2024-06-17 00:00:00
-73.79093381,40.70672471,Queens,11432,168-42,JAMAICA AVENUE ,0,11724529,412,12/31/2024,27,15518071,23099969,Completed,2024-06-17 00:00:00
-73.79055618,40.70682197,Queens,11432,168-42,JAMAICA AVENUE ,0,11724521,412,12/31/2024,27,15518072,23099971,Completed,2024-06-17 00:00:00
-73.79064843,40.70679806,Queens,11432,168-42,JAMAICA AVENUE ,0,11724525,412,12/31/2024,27,15518073,23099973,Completed,2024-06-17 00:00:00
-73.79650578,40.70491218,Queens,11432,163-15,JAMAICA AVENUE ,0,11741522,412,12/31/2024,24,15518074,23145809,Completed,2024-06-17 00:00:00
-73.79114335,40.70729815,Queens,11432,91-11,169 STREET,0,11785477,412,12/31/2024,27,15518075,23232611,Completed,2024-06-17 00:00:00
-73.79117649,40.70736067,Queens,11432,91-09,169 STREET,0,11785479,412,12/31/2024,27,15518076,23232612,Completed,2024-06-17 00:00:00
-73.79158943,40.70766662,Queens,11432,90-20,169 STREET,0,4995925,412,12/31/2024,27,15518077,23232613,Completed,2024-06-17 00:00:00
-73.79121051,40.70743420,Queens,11432,91-09,169 STREET,0,11785478,412,12/31/2024,27,15518079,23232615,Completed,2024-06-17 00:00:00
-73.79807121,40.70658569,Queens,11432,89-14,163 STREET,0,11786061,412,12/31/2024,27,15518081,23234010,Completed,2024-06-17 00:00:00
-73.79778008,40.70637059,Queens,11432,89-29,163 STREET,0,11786054,412,12/31/2024,27,15518082,23234011,Completed,2024-06-17 00:00:00
-73.79797938,40.70643076,Queens,11432,89-20,163 STREET,0,11786057,412,12/31/2024,27,15518083,23234018,Completed,2024-06-17 00:00:00
-73.85655699,40.82806070,Bronx,10472,1041,PUGSLEY AVENUE,0,9066993,209,06/30/2024,18,15279323,23476079,Completed,2024-06-17 00:00:00
-73.86639585,40.83246342,Bronx,10472,1310,BEACH AVENUE,0,8396494,209,06/30/2024,18,15262945,22300895,Completed,2024-06-17 00:00:00
-73.86671033,40.83356748,Bronx,10472,1323,BEACH AVENUE,0,2789806,209,06/30/2024,18,15262946,22300899,Completed,2024-06-17 00:00:00
-73.88678049,40.83181261,Bronx,10460,1001,JENNINGS STREET,0,10327678,203,06/30/2024,17,15267355,19721909,Completed,2024-06-17 00:00:00
-73.88687499,40.83166750,Bronx,10460,1001,JENNINGS STREET,0,10327679,203,06/30/2024,17,15267356,19721915,Completed,2024-06-17 00:00:00
-73.84788540,40.73032681,Queens,11375,66-05,108 ST,0,11872513,406,06/30/2024,29,0,23353355,Completed,2024-06-17 00:00:00
-73.79814639,40.70519725,Queens,11432,89-61,162 STREET,0,11786058,412,12/31/2024,27,15523995,23234009,Completed,2024-06-20 00:00:00
-73.79810521,40.70512134,Queens,11432,89-61,162 STREET,0,11786062,412,12/31/2024,27,15523997,23234014,Completed,2024-06-20 00:00:00
-73.80741701,40.70183525,Queens,11435,147-09,JAMAICA AVENUE ,0,11723176,412,12/31/2024,24,15523981,23098585,Completed,2024-06-20 00:00:00
-73.80655078,40.70185440,Queens,11435,148-05,JAMAICA AVENUE ,0,11723177,412,12/31/2024,24,15523982,23098591,Completed,2024-06-20 00:00:00
-73.79992561,40.70334393,Queens,11432,159-10,JAMAICA AVENUE ,0,11725505,412,12/31/2024,27,15523983,23101769,Completed,2024-06-20 00:00:00
-73.79257341,40.67332889,Queens,11436,145-36,ROCKAWAY BOULEVARDblvd ,0,11732891,412,12/31/2024,28,15523984,23120377,Completed,2024-06-20 00:00:00
-73.77387214,40.66266624,Queens,11434,145-53,167 STREET,0,11463827,413,12/31/2024,31,15521846,22493373,Completed,2024-06-20 00:00:00
-73.81437528,40.70761580,Queens,11435,139-055,86 ROAD,0,11457961,408,12/31/2024,24,15521839,22477210,Completed,2024-06-20 00:00:00
-73.78267110,40.66843588,Queens,11434,152-022,136 AVENUE,0,11463843,412,12/31/2024,28,15524002,22491700,Completed,2024-06-21 00:00:00
-73.78281684,40.66836230,Queens,11434,152-036,136 AVENUE,0,11463847,412,12/31/2024,28,15524003,22491702,Completed,2024-06-21 00:00:00
-73.78294299,40.66830178,Queens,11434,152-006,136 AVENUE,0,11463849,412,12/31/2024,28,15524004,22491703,Completed,2024-06-21 00:00:00
-73.77925278,40.66954367,Queens,11434,137-004,156 STREET,0,11463857,412,12/31/2024,28,15524006,22491718,Completed,2024-06-21 00:00:00
-73.77915494,40.67083434,Queens,11434,134-029,157 STREET,0,11457953,412,12/31/2024,28,15524000,22477195,Completed,2024-06-21 00:00:00
-73.81427999,40.70268968,Queens,11435,138-033,JAMAICA AVENUE,0,11457958,412,12/31/2024,24,15524001,22477205,Completed,2024-06-21 00:00:00
-73.77872241,40.71357590,Queens,11413,182-17,145 ROAD,0,11470583,413,12/31/2024,31,15524007,22509876,Completed,2024-06-21 00:00:00
-73.73834032,40.65452426,Queens,11422,249-011,148 ROAD,0,11476280,413,12/31/2024,31,15524008,22519297,Completed,2024-06-21 00:00:00
-73.79337935,40.70596029,Queens,11432,166-14,JAMAICA AVENUE ,0,11724524,412,12/31/2024,27,15524009,23099965,Completed,2024-06-21 00:00:00
-73.79658857,40.70469168,Queens,11432,163-08,JAMAICA AVENUE,0,4059393,412,12/31/2024,27,15524010,23145805,Completed,2024-06-21 00:00:00
-73.78272150,40.67103951,Queens,11434,132-42,154 STREET,0,2001736,412,12/31/2024,28,15524011,23198349,Completed,2024-06-21 00:00:00
-73.78241480,40.67063499,Queens,11434,153-021,134 AVENUE,0,11765179,412,12/31/2024,28,15524012,23198353,Completed,2024-06-21 00:00:00
-73.78248225,40.67072847,Queens,11434,153-021,134 AVENUE,0,11764801,412,12/31/2024,28,15524013,23198355,Completed,2024-06-21 00:00:00
-73.78266214,40.67096144,Queens,11434,132-046,154 STREET,0,11765178,412,12/31/2024,28,15524014,23200918,Completed,2024-06-21 00:00:00
-73.77957299,40.66950081,Queens,11434,137-04,156 STREET,0,11890331,412,12/31/2024,28,15524015,23482992,Completed,2024-06-21 00:00:00
-73.72640287,40.65324507,Queens,11422,148-61,HOOK CREEK BOULEVARD,0,2717289,413,12/31/2024,31,2490017,22491691,Completed,2024-06-21 00:00:00
-73.73308747,40.65287593,Queens,11422,255-32,149 AVENUE,0,2731296,413,12/31/2024,31,2504024,22519302,Completed,2024-06-21 00:00:00
-73.72692905,40.65286054,Queens,11422,259-73,149 AVENUE,0,4319630,413,12/31/2024,31,4023281,22519307,Completed,2024-06-21 00:00:00
-73.73380854,40.65289492,Queens,11422,255-12,149 AVENUE,0,2731302,413,12/31/2024,31,2504030,22519301,Completed,2024-06-21 00:00:00
-73.78991183,40.69860177,Queens,11433,107-17,165 STREET,0,8754785,412,12/31/2024,27,15524028,23048405,Completed,2024-06-24 00:00:00
-73.79045017,40.69933779,Queens,11433,104-79,165 STREET,0,11702137,412,12/31/2024,27,15524029,23048406,Completed,2024-06-24 00:00:00
-73.78898933,40.69745236,Queens,11433,164-44,108 AVENUE,0,11702135,412,12/31/2024,27,15524030,23048415,Completed,2024-06-24 00:00:00
-73.78942904,40.69793118,Queens,11433,107-43,165 STREET,0,11702138,412,12/31/2024,27,15524031,23048425,Completed,2024-06-24 00:00:00
-73.77818632,40.67494639,Queens,11434,161-11,132 AVENUE,0,11889379,412,12/31/2024,28,15524032,23477008,Completed,2024-06-24 00:00:00
-73.79532226,40.69832254,Queens,11433,106-22,160 STREET,0,11990475,412,12/31/2024,28,15524033,23727608,Completed,2024-06-24 00:00:00
-73.79481178,40.69762531,Queens,11433,106-56,160 STREET,0,11997715,412,12/31/2024,28,15524034,23727610,Completed,2024-06-24 00:00:00
-73.78796465,40.69788483,Queens,11433,166-10,108 AVENUE,0,11702156,412,12/31/2024,27,15524419,23048417,Completed,2024-06-24 00:00:00
-73.78950203,40.69804529,Queens,11433,107-39,165 STREET,0,11702148,412,12/31/2024,27,15524420,23048418,Completed,2024-06-24 00:00:00
-73.77731715,40.67249309,Queens,11434,159-018,134 AVENUE,0,11463859,412,12/31/2024,28,15524016,22491720,Completed,2024-06-24 00:00:00
-73.77729299,40.67246683,Queens,11434,159-018,134 AVENUE,0,11464227,412,12/31/2024,28,15524017,22491721,Completed,2024-06-24 00:00:00
-73.77726262,40.67242508,Queens,11434,159-018,134 AVENUE,0,11464228,412,12/31/2024,28,15524018,22491722,Completed,2024-06-24 00:00:00
-73.77722755,40.67238331,Queens,11434,134-014,160 STREET,0,11463860,412,12/31/2024,28,15524019,22491723,Completed,2024-06-24 00:00:00
-73.77608255,40.67328199,Queens,11434,161-15,134 AVENUE,0,1207893,412,12/31/2024,28,15524020,22491725,Completed,2024-06-24 00:00:00
-73.77734285,40.67253007,Queens,11434,159-018,134 AVENUE,0,11463858,412,12/31/2024,28,15524021,22493377,Completed,2024-06-24 00:00:00
